Date,Title,Description,Duration,Links,Places
2020-02-01,WS More or Less: Coronavirus,The WHO have declared a ‘Global Health Emergency’ as health officials are urgently trying to contain the spread of a new coronavirus in China and beyond; but not all the information you read is correct. We fact-check a particularly hyperbolic claim about its spread that’s been doing the rounds on social media.,9 minutes,https://www.bbc.co.uk/programmes/p081yn19,['China']
2020-01-31,"Coronavirus, emotions and guns.",Fact checking claims about coronavirus and whether more guns equal fewer homicides.,29 minutes,https://www.bbc.co.uk/programmes/p081yl6c,[]
2020-01-25,WS More or Less: Dozy Science,"Anxiety around sleep is widespread. Many of us feel we don’t get enough. An army of experts has sprung up to help, and this week we test some of the claims from one of the most prominent among them: Professor Matthew Walker. He plays ball and answers some of the criticisms of his bestselling book Why We Sleep.",9 minutes,https://www.bbc.co.uk/programmes/p0819trp,[]
2020-01-24,Netflix and Chill,"The list of ways campaigners say we need to change our behaviour in response to climate change seems to grow every week. Now, streaming video is in the frame. We test the claim that watching 30 minutes of Netflix has the same carbon footprint as driving four miles. We hear scepticism about a report that sepsis is responsible for one in five deaths worldwide. Author Bill Bryson stops by with a question about guns – and gets quizzed about a number in his new book. And, how much sleep do we really need? Find out if we need more or less.",28 minutes,https://www.bbc.co.uk/programmes/p0819sc4,['Netflix']
2020-01-18,WS More or Less: Japan’s 99% Conviction Rate,"The fugitive former Nissan boss, Carlos Ghosn, has raised questions about justice in Japan. The government in Tokyo has defended its system, where 99% of prosecutions lead to conviction. Prof Colin Jones, from Doshisha Law School in Kyoto, explains what's behind this seemingly shocking statistic. And a listener asks if it’s true Canada’s is roughly the same. Toronto lawyer Kim Schofield sets them straight.",9 minutes,https://www.bbc.co.uk/programmes/p080pgdy,"['Japan', 'Tokyo', 'Kyoto', 'Canada', 'Toronto']"
2020-01-17,Weighing the Cost of Brexit,"Is it possible to calculate the cost of Brexit? Gemma Tetlow from the Institute for Government helps us weigh the arguments. How much does luck play into Liverpool FC's amazing season? And, crucially, how fast is an alligator?",16 minutes,https://www.bbc.co.uk/programmes/p080ps1t,[]
2020-01-11,WS More or Less: Bushfire mystery,Have a billion animals died in Australia’s fires? And which ones are likely to survive?,9 minutes,https://www.bbc.co.uk/programmes/p08027c1,['Australia']
2020-01-10,"Australian Animal Deaths, Carbon Emissions, Election Mystery","Tim Harford on animal deaths in Australia's fires, how many Labour voters went Conservative and are UK carbon emissions really down 40%. Plus: have we really entered a new decade?",35 minutes,https://www.bbc.co.uk/programmes/p0802553,"['Australia', 'Conservative', 'UK']"
2020-01-04,C-sections and sharks,"How many women in China give birth in hospitals, and whether it was true that 50% of births there are delivered by caesarean section. Oh, and we also mention guts and bacteria…
Sharks kill 12 humans a year but humans kill 11,417 sharks an hour. That’s the statistic used in a Facebook meme that’s doing the rounds. Is it true?",9 minutes,https://www.bbc.co.uk/programmes/p07yrxpv,['China']
2019-12-28,Presidential candidates and dementia,"We talk about the age of some of the frontrunners in the Democrat nomination race and President Donald Trump and the health risks they face.
Also, More or Less listeners were surprised by a claim they read on the BBC website recently: “Pets are estimated to be consuming up to 20 percent of all meat globally.” So we – of course – investigated and will explain all.",9 minutes,https://www.bbc.co.uk/programmes/p07yrqh0,['Democrat']
2019-12-20,The Simpsons and maths,We explore the maths secrets of The Simpsons on their 30th anniversary.,9 minutes,https://www.bbc.co.uk/programmes/p07yjw8t,[]
2019-12-13,Koalas,"As bushfires rage in Australia, the plight of the koala made front-page news around the world. There were warnings that fires wiped out 80% of the marsupial's habitat and that koalas are facing extinction.
We check the claims with the help of National Geographic's Natasha Daly and Dr Christine Hosking of the University of Queensland.
(A Koala receives treatment at the Koala Hospital in Port Macquarie after its rescue from a bushfire. Credit: Safeed Khan/Getty Images)",9 minutes,https://www.bbc.co.uk/programmes/p07xszk9,"['Australia', 'Dr', 'Port Macquarie']"
2019-12-10,Election Special (2/2),"Labour's spending plans, Conservatives claims on homelessness, the SNP's education record",28 minutes,https://www.bbc.co.uk/programmes/p07xg74w,['Conservatives']
2019-12-06,Tree Planting Pledges,"The UK General Election is fast approaching, top of the agenda are the political parties green ambitions and one particular initiative is garnering a lot of attention, tree planting. The Labour Party has the most ambitious target – a whopping 2 billion trees planted by 2040. How much land would this take, how does it stack up against other party pledges and what difference will it make?
Presenter: Tim HarfordProducer: Lizzy McNeill",9 minutes,https://www.bbc.co.uk/programmes/p07x4q52,[]
2019-12-03,Election Special 1/2,"50,000 nurses? 40 new hospitals? Big corporate tax rises? Childcare promises? Election pledges might sound good, but do they stand up to scrutiny? In the run up to the General Election on 12th December, Tim Harford takes his scalpel of truth to the inflamed appendix of misinformation.
Presenter: Tim HarfordProducer: Neal Razzell",28 minutes,https://www.bbc.co.uk/programmes/p07wrgd6,[]
2019-11-29,Testing tomatoes,Have these saucy fruits become less healthy over time?,9 minutes,https://www.bbc.co.uk/programmes/p07wgrrp,[]
2019-11-23,The world’s busiest shipping lanes,"A listener wrote in asking which is the busiest shipping lane in the world. Ruth Alexander tries to find out with sea traffic analyst and former captain, Amrit Singh and Jean Tournadre, a researcher that uses satellite date to ships.
Producer: Darin GrahamEditor: Richard Vadon
Image: Freighter ships in Thessaloniki, GreeceCredit: Getty Images",9 minutes,https://www.bbc.co.uk/programmes/p07vtj5w,"['Singh', 'Darin']"
2019-11-15,Bolivia: Can statistics help detect electoral fraud?,"Evo Morales, Bolivia’s longest-serving leader and first indigenous president, stepped down last week amid weeks of protests sparked by a dispute over a recent presidential election in the country. His opponents say the election was rigged but the embattled former president said it was a cunning coup. We take a closer look at the election results and ask if statistics can tell whether it was fair or fraudulent.
Dr Calla Hummel of the University of Miami and Professor Romulo Chumacero of the University of Chile join Ruth Alexander to discuss.",12 minutes,https://www.bbc.co.uk/programmes/p07v3pdx,['Bolivia']
2019-11-08,Reducing your risk of death,"Two statistics about reducing your risk of an early death made headlines around the world recently. The first seems to be a great reason to add a four-legged friend to your life. It suggests that owning a dog is tied to lowering your chance of dying early by nearly a quarter.
The second statistic claims that even a minimal amount of running is linked to reducing your risk of premature death by up to 30%. Ruth Alexander finds out what’s behind these numbers and we hear from epidemiologist, Gideon Meyerowitz-Katz.
Producer: Darin Graham",9 minutes,https://www.bbc.co.uk/programmes/p07tdc37,[]
2019-11-01,Unbelievable: The forgotten rape data,"In the United States, some police jurisdictions didn’t send off DNA evidence from people who were raped for testing in a crime lab and for uploading into a national criminal database. Instead, the sets of evidence, known as rape kits, were sat on shelves and in warehouses.
It’s estimated that hundreds of thousands need processing. In this edition, Ruth Alexander explores how some jurisdictions are testing the kits now and using the data to catch criminals.
Producer: Darin GrahamPresenter: Ruth Alexander
(Untested sexual assault kits on warehouse shelves. Image: courtesy Joyful Heart Foundation)",9 minutes,https://www.bbc.co.uk/programmes/p07sr770,['the United States']
2019-10-28,Edith Abbott and crime statistics,Social worker and economist Edith Abbott and her contribution to crime statistics.,9 minutes,https://www.bbc.co.uk/programmes/p07s22lh,[]
2019-10-18,Esther Duflo and women in economics,"Discussing Esther Duflo, Abhijit Banerjee and Michael Kremer’s economics Nobel Prize.",20 minutes,https://www.bbc.co.uk/programmes/p07rfd10,[]
2019-10-11,"The Extra Episode: Minimum wage, drinking in Scotland and identical twins.","We explore the numbers behind the new minimum wage announcements, whether drinking is going up or down in Scotland, the truth about squeezing people onto the Isle of Wight and how long one identical twin lives after the other twin dies. You’ll want to hear our special extra episode.",29 minutes,https://www.bbc.co.uk/programmes/p07qt9kp,"['Scotland', 'the Isle of Wight']"
2019-10-07,WS More or Less: Does San Francisco have more rough sleepers than Britain?,Are the shocking statistics true? and how do you count people who don't wish to be found?,9 minutes,https://www.bbc.co.uk/programmes/p07q4ngz,[]
2019-10-04,"New hospitals promised, aid to Ukraine, and bacon sandwiches",Dissecting the government’s hospitals announcement and President Trump’s Ukraine claims.,28 minutes,https://www.bbc.co.uk/programmes/p07q4f0w,['Ukraine']
2019-09-30,WS More or Less: Who fought in World War 1?,Were a third of those that fought for Britain in WW1 black or Asian?,9 minutes,https://www.bbc.co.uk/programmes/p07ppw22,"['Britain', 'Asian']"
2019-09-27,"Austerity Deaths, C-Sections and being struck by lightning",Has Austerity caused 120 thousand deaths in the UK and does God hate men?,24 minutes,https://www.bbc.co.uk/programmes/p07pjdw6,['UK']
2019-09-23,WS More or Less: Peaty v. Bolt: Which is the greatest world record?,Using statistics to compare world records in athletics and swimming.,9 minutes,https://www.bbc.co.uk/programmes/p07nxf3m,[]
2019-09-20,"Dementia, inflation and shark deaths","Health risks for Presidential hopefuls, falling inflation, shark deaths and salary claims",25 minutes,https://www.bbc.co.uk/programmes/p07nxcc9,[]
2019-09-16,WS More or Less: Cape Town murders,Are eight people a day murdered in Cape Town and is that number unusually high?,9 minutes,https://www.bbc.co.uk/programmes/p07n8xpr,['Cape Town']
2019-09-13,"Maternal deaths, taxi driver earnings and statistical pop music",Are black women five times more likely to die in childbirth? Plus making pop music.,24 minutes,https://www.bbc.co.uk/programmes/p07n8x0c,[]
2019-09-09,WS More or Less: Deforestation in Brazil,Has it increased significantly since President Bolsonaro took office in January?,9 minutes,https://www.bbc.co.uk/programmes/p07mp3ct,[]
2019-09-06,"Climate deaths, austerity and pet food",Challenging the idea of six billion deaths due to climate change; plus what pets eat.,24 minutes,https://www.bbc.co.uk/programmes/p07mnsmh,[]
2019-09-02,WS More or Less: Amazon forest fires,Are they really 85 percent worse than last year?,9 minutes,https://www.bbc.co.uk/programmes/p07m7sxm,[]
2019-08-30,"Amazon fires, state pension and American burgers",Are forest fires in Brazil the worst in recent times? What is the state pension worth?,27 minutes,https://www.bbc.co.uk/programmes/p07m295n,['Brazil']
2019-08-26,WS More or Less: Ethiopia’s 350m trees in a day,Were millions of trees planted in just one day in Ethiopia?,9 minutes,https://www.bbc.co.uk/programmes/p07lh06y,['Ethiopia']
2019-08-23,"Exam grades, Chernobyl and Ethiopian trees",Was your A Level grade correct? Plus were 350m trees planted in one day in Ethiopia?,25 minutes,https://www.bbc.co.uk/programmes/p07lh1kk,['Ethiopia']
2019-08-16,Mice and mind blowing maths,Re-inserting a caveat and discussing a really cool numbers trick.,9 minutes,https://www.bbc.co.uk/programmes/p07kv9ns,[]
2019-08-09,Immigrant Crime Rate in the US,Do immigrants commit more crime than native-born Americans in the United States?,9 minutes,https://www.bbc.co.uk/programmes/p07k7648,"['Americans', 'the United States']"
2019-08-02,The spread of fact-checking in Africa,"With misinformation so easy to spread, how can it be stopped or challenged?",9 minutes,https://www.bbc.co.uk/programmes/p07jm2zy,[]
2019-07-26,Pregnancy prohibitions – the evidence,Taking a statistical look at what expectant mothers should avoid.,9 minutes,https://www.bbc.co.uk/programmes/p07hyqb1,[]
2019-07-19,Missing women from drug trials,How medical testing on just men causes problems.,9 minutes,https://www.bbc.co.uk/programmes/p07hb833,[]
2019-07-19,Zimbabwe’s economy: Are sanctions to blame?,We look at politicians’ claims that sanctions are to blame for Zimbabwe’s difficulties.,9 minutes,https://www.bbc.co.uk/programmes/p07hbh31,['Zimbabwe']
2019-07-05,Two World Cups: Football and Cricket,"On this week’s More or Less, Ruth Alexander looks at the numbers involved with the two world cups that are going on at the moment.
Are more men than women watching the Women’s World Cup and how accurate is the Cricket World Cup rule of thumb that suggests if you double the score after 30 overs you get a good estimate of the final innings total?
Producer: Richard Vadon
Image: Cricket World Cup Trophy 2019Credit: Getty Images/ Gareth Copley-IDI",9 minutes,https://www.bbc.co.uk/programmes/p07g4d38,[]
2019-06-28,Is nuclear power actually safer than you think?,"We questioned the death count of the Chernobyl nuclear disaster in last week’s More or Less podcast. In the end, Professor Jim Smith of Portsmouth University came up with an estimate of 15,000 deaths.
But we wondered how deadly nuclear power is overall when compared to other energy sources? Dr Hannah Ritchie of the University of Oxford joins Charlotte McDonald to explore.
Image:Chernobyl nuclear plant, October 1st 1986 Credit: Getty Images",10 minutes,https://www.bbc.co.uk/programmes/p07fgpgy,"['Chernobyl', 'Chernobyl']"
2019-06-21,Questioning the Chernobyl disaster death count,"The recent TV miniseries ‘Chernobyl’ has stirred up debate online about the accuracy of its portrayal of the explosion at a nuclear power plant in the former Soviet state of Ukraine. We fact-check the programme and try and explain why it so hard to say how many people will die because of the Chernobyl disaster.
Image: Chernobyl nuclear power plant a few weeks after the disaster. Credit: Getty Images",15 minutes,https://www.bbc.co.uk/programmes/p07dtfxp,"['Soviet', 'Ukraine', 'Chernobyl', 'Chernobyl']"
2019-06-14,WS More or Less: Dealing with the Numbers of Cancer,How one woman used statistics to help cope with cancer.,9 minutes,https://www.bbc.co.uk/programmes/p07d5ltx,[]
2019-06-10,WS More or Less: The things we fail to see,The hidden influences that a make a big difference to the way the world works.,9 minutes,https://www.bbc.co.uk/programmes/p07ckm0x,[]
2019-06-07,Are married women flipping miserable?,"Measuring happiness, university access in Scotland, plus will one in two get cancer?",24 minutes,https://www.bbc.co.uk/programmes/p07ckl40,['Scotland']
2019-06-03,WS More or Less: Volcanoes versus humans,Does Mount Etna produce more carbon emissions than humans? We check the numbers.,9 minutes,https://www.bbc.co.uk/programmes/p07bx8mb,['Mount Etna']
2019-05-31,Hay Festival Special,What does it mean to say that the UK is the fifth largest economy in the world?,28 minutes,https://www.bbc.co.uk/programmes/p07bx6xb,['UK']
2019-05-27,WS More or Less: Florence Nightingale – recognising the nurse statistician,How collecting data about the dead led the famous nurse to promote better sanitation.,11 minutes,https://www.bbc.co.uk/programmes/p07b8c95,[]
2019-05-24,Eurovision and fact-checking Naomi Wolf,"The stats behind making a successful song, plus misunderstanding Victorian court records.",24 minutes,https://www.bbc.co.uk/programmes/p07b8b2c,['Victorian']
2019-05-20,Making music out of Money,"Data visualisation is all the rage, but where does that leave the old-fashioned values of audio? Some data visualisation experts are starting to explore the benefits of turning pictures into sound. Financial Times journalist Alan Smith plays his musical interpretation of a chart depicting the yield-curve of American bonds.
Image: Human heart attack, illustrationCredit: Science Photo Library",9 minutes,https://www.bbc.co.uk/programmes/p079km1v,['American']
2019-05-17,"Heart deaths, Organised crime and Gender data gaps","Are deaths from heart disease on the rise?
This week the British Heart Foundation had us all stopping mid-biscuit with the news that the number of under 75s dying from cardiovascular disease is going up for the first time in half a century. It sounds like bad news – but is it?
Does Huawei contribute £1.7billion to the UK economy?
People were sceptical that the Chinese telecom company could contribute such a large amount to the UK economy. We take a deeper look at the number and discuss whether it is reasonable to include such a broad range of activities connected to the company to reach that figure.
Deaths from organised crime
The National Crime Agency (NCA) said this week that organised crime kills more people in the UK than terrorism, war and natural disasters combined. But what does the evidence say? The NCA also said that there are 181,000 offenders in the UK fueling serious and organised crime. That’s more than twice the strength of the British Army. We try to find out where those figures came from.
The absence of women’s lives in data
Do government and economic statistics capture the lives of women fairly? If not, does it matter? How could things be changed? Tim Harford speaks to Caroline Criado-Perez about her new book ‘Invisible Women: Exposing Data Bias in a World Designed for Men.’
Image: Human heart attack, illustrationCredit: Science Photo Library",28 minutes,https://www.bbc.co.uk/programmes/p079khwg,"['UK', 'Chinese', 'UK', 'UK', 'UK']"
2019-05-13,Sex Every Seven Seconds,"We revisit some classic topics from past years. We hear which statistics about sex you should trust, and which are less robust. Do men think about sex every seven seconds? Plus, did the arrival of royal baby Princess Charlotte really contribute to the British economy?",15 minutes,https://www.bbc.co.uk/programmes/p078w9hr,['British']
2019-05-10,"Sex, coal, missing people and mice","Sex RecessionThis week it was reported that British people are having less sex than they used to. Similar statistics are cropping up elsewhere in the world too. But one US stat seemed particularly stark: the number of young men having no sex at all in the past year has tripled in a decade. But is it true?
No coal power for a weekThere were many reports in the newspapers this week saying the UK has set a new record for the number of consecutive days generating energy without burning any coal. So where is our electricity coming from?
Missing peopleSome listeners got in touch to say they were surprised to hear that a person is reported missing in the UK every 90 seconds. Dr Karen Shalev Greene of the Centre for the Study of Missing Persons joins us to explore the numbers.
In MiceOne scientist is correcting headlines on Twitter by adding one key two-word caveat – the fact that the research cited has only been carried out ""in mice"". We ask him why he’s doing it.",28 minutes,https://www.bbc.co.uk/programmes/p078w9zt,"['British', 'US', 'UK', 'UK']"
2019-05-06,Avengers - Should we reverse the snap?,"*Spoiler-free for Avengers: Endgame* At the end of Avengers: Infinity War film the villain, Thanos, snapped his fingers in the magical infinity gauntlet and disintegrated half of all life across the universe. The Avengers want to reverse the snap but would it better for mankind to live in a world with a population of less than 4 billion? Tim Harford investigates the economics of Thanos with anthropologist Professor Sharon DeWitte and fictionomics blogger Zachary Feinstein PHD.
Image: The Avengers Endgame film poster Credit: ©Marvel Studios 2019",10 minutes,https://www.bbc.co.uk/programmes/p0788fyl,"['Avengers', 'Avengers', 'Avengers', 'Avengers']"
2019-05-03,"Nurses, flatmates and cats","Nurse suicide rates
There were some worrying figures in the news this week about the number of nurses in England and Wales who died by suicide over the last seven years. We try to work out what the numbers are really telling us.
Are 27 million birds killed a year by cats?
Newspapers reported this week that 27 million birds are killed by cats each year. We find out how this number - which might not really be ""news"" - was calculated.
How rare are house shares?
A listener got in touch to say she was surprised to read that only 3% of people aged 18 to 34 live in a house share with other people. She feels it must be too low – but is she living in a London house-sharing bubble? We find out.
Proving that x% of y = y% of x
Why is it that 4% of 75 is the same as 75% of 4? Professor Jennifer Rogers from the University of Oxford joins Tim in the studio to explore a mind-blowing maths ‘trick’.
Presenter: Tim HarfordProducers: Charlotte McDonald, Darin Graham and Beth Sagar-Fenton",24 minutes,https://www.bbc.co.uk/programmes/p07887n2,"['England', 'Wales', 'London']"
2019-04-29,Bernie Sanders and the cost of having a baby,"Bernie Sanders, a Senator in the United States and one of the front-runners in the campaign to be the Democratic presidential candidate, said on Twitter that it costs $12,000 to have a baby in his country. He compared that figure to Finland, where he said it costs $60. In this edition of More or Less, Tim Harford looks at whether Sanders has got his figures right. With Carol Sakala of US organisation Childbirth Connection and Mika Gissler of the National Institute for Health and Welfare, Finland.
Producer: Darin Graham Presenters: Tim Harford and Charlotte McDonald
Image: A newborn baby's hand. Credit:Getty Images/TongRo Images Inc",10 minutes,https://www.bbc.co.uk/programmes/p077rqh9,"['the United States', 'Democratic', 'Finland', 'US', 'Childbirth Connection']"
2019-04-26,"Hottest Easter, Insects, Scottish villages","Was it a surprise that Easter Monday was so hot?
A heatwave struck the UK over Easter – and in fact Easter Monday was declared the hottest on record in the UK. But listeners asked - is it that surprising that it was the warmest when the date fell so late in April? We crunch the numbers supplied by the Met Office.
Insectageddon
Insects live all around us and if a recent scientific review is anything to go by, then they are on the path to extinction. The analysis found that more than 40% of insect species are decreasing and that a decline rate of 2.5% a year suggests they could disappear in 100 years. And as some headlines in February warned of the catastrophic collapse of nature, some More or Less listeners questioned the findings. Is insect life really in trouble?
Collecting income tax from the 1%
Recently Lord Sugar said in a Tweet “The fact is if you taxed everyone earning over £150k at a rate of 70% it would not raise enough to pay for 5% of the NHS.” Is that true? Helen Miller, Deputy Director and head of tax at the Institute for Fiscal Studies looks at how much such a policy might raise from the 1% of tax payers who earn over £150,000.
Where is Scotland’s highest village?
A battle is brewing in the Southern Scottish uplands between two rival villages. How can statistics help determine which village should take the crown? Wanlockhead and Leadhills both lay claim to the title of Scotland’s highest village but there can only be one winner. More or Less attempts to settle the age old dispute once and for all.
Image: A man and woman sitting on deckchairs on the beachCredit: Getty Images",28 minutes,https://www.bbc.co.uk/programmes/p077l6rn,"['UK', 'Easter', 'UK', 'Scotland', 'the Southern Scottish', 'Scotland']"
2019-04-19,The economic impact of mega sporting events,"The Olympic Games and the football World Cup, two of the biggest events in the world which are each hosted every four years, are big business. And it costs a lot of money to host them, and a lot of the money comes from public funds. In this week’s edition of More or Less, we’ll be finding out – after all the sporting activities are over – how realistic were those economic predictions? Producer: Darin Graham Presenter: Charlotte McDonald Editor: Richard Vadon Picture Credit: Fang Guangming/Southern Metropolis Daily/VCG",9 minutes,https://www.bbc.co.uk/programmes/p076wyn9,[]
2019-04-15,Where is Scotland’s highest village?,"A battle is brewing in the Southern Scottish uplands between two rival villages. How can statistics help determine which village should take the crown? Wanlockhead and Leadhills both lay claim to the title of Scotland’s highest village but there can only be one winner. More or Less attempts to settle the age old dispute once and for all.
Presenter: Phoebe Keane
Picture: A village in the Southern Scottish uplands.Credit: Jan Halfpenny",9 minutes,https://www.bbc.co.uk/programmes/p076bnyx,"['the Southern Scottish', 'Scotland', 'the Southern Scottish']"
2019-04-08,Rounding up the weed killer cancer conundrum,"A recent scientific review claims the weed killer glyphosate raises the risk of developing the cancer non-Hodgkin lymphoma by 41 percent. But deciding what causes cancer can be complicated and there are lots of people and organisations on different sides arguing for against this. So in this edition of More or Less, we look at the disagreements and how the authors of the review came up with the results. With cancer epidemiologist Dr Geoffrey Kabat, Toxicologist Dr Luoping Zhang and statistician Sir David Spiegelhalter. Producer: Darin Graham Presenter: Charlotte McDonald Editor: Richard VadonPicture: Tractor spraying a field of wheat Credit: Getty Images",9 minutes,https://www.bbc.co.uk/programmes/p075mwd3,['non-Hodgkin']
2019-04-01,Chess cheats and the GOAT,"Who is the greatest chess player in history? And what does the answer have to do with a story of a chess cheating school from Texas? In this week’s More or Less, the BBC’s numbers programme, David Edmonds finds out what a statistical analysis of chess moves can teach us about this ancient board game.
Presenter: David EdmondsProducer: Darin Graham
Image: A Chess Board Credit: Getty Images",10 minutes,https://www.bbc.co.uk/programmes/p074yx4h,['Texas']
2019-03-25,Is Mansa Musa the richest person of all time?,"Mansa Musa, the 14th century Mali king, has nothing on Jeff Bezos - read one recent news report. Musa set off on a pilgrimage to Saudi Arabia in the 1300s and it’s said he left with a caravan of 60,000 people. Among them were soldiers, entertainers, merchants and slaves. A train of camels followed, each carrying gold. In recent reports, he has been described as the richest person that ever lived. He has been compared to some of the wealthiest people alive today. But how can we know the value of the ‘golden king’s’ wealth and can we compare a monarch to the likes of Amazon founder Bezos? In this edition, historian Dr Emmanuel Ababio Ofosu-Mensah of the University of Ghana in Accra explains who Mansa Musa was and Kerry Dolan of Forbes talks to us about rich lists.
Producer: Darin Graham Editor: Richard Vadon
(Image: Painting of Mansa Musa, Credit: Getty Images)",9 minutes,https://www.bbc.co.uk/programmes/p074jvrl,"['Saudi Arabia', 'Accra']"
2019-03-18,Day light saving time and heart attacks,Does the sudden loss of an hour of sleep raise the risk of having a heart attack?,9 minutes,https://www.bbc.co.uk/programmes/p073pcdb,[]
2019-03-09,The gender gap in tech,"Are women really less likely than men to be hired for jobs in tech just because of their sex? A study claims that sexism in the recruitment process is holding women back from entering the tech sector. But the study is not all it seems. There are much better statistics that can help explain why fewer women than men work in tech in the USA and lessons to be learned from India, where there is a much smaller gender gap in the tech sector.
Presenter: Phoebe Keane
Photo: An engineer looking at information on a screen interface Credit: Metamorworks / Getty Images",9 minutes,https://www.bbc.co.uk/programmes/p07302z6,"['USA', 'India']"
2019-03-02,Insectageddon,"Insects live all around us and if a recent scientific review is anything to go by, then they are on the path to extinction. The analysis found that more than 40 percent of insect species are decreasing and that a decline rate of 2.5 percent a year suggests they could disappear in one hundred years. And as some headlines in February warned of the catastrophic collapse of nature, some More or Less listeners questioned the findings. Is insect life really in trouble?
Presenter: Ruth Alexander Producer: Darin Graham
(Image: Hairy hawker dragonfly. Credit: Science Photo Library)",12 minutes,https://www.bbc.co.uk/programmes/p072c44x,[]
2019-02-22,How To Make Your Art Work More Valuable,"Die, sell on a sunny day, place your work a third of the way through the auction….There are some surprising factors that can affect the price of an art work. Here are six top tips on how to get the best price for your art or, for art buyers, how to make a big return on your investment.
Presenter: Dave EdmondsProducer: Darin Graham Editor: Richard Vadon
Picture Credit: BBC",9 minutes,https://www.bbc.co.uk/programmes/p071ppn9,[]
2019-02-18,WS More or Less: When maths mistakes really matter,Tim Harford talks to Matt Parker on how simple maths mistakes can cause big problems.,9 minutes,https://www.bbc.co.uk/programmes/p07113q3,[]
2019-02-15,"Climate Change, Victorian Diseases, Alcohol","Tim Harford on climate change, Victorian diseases, maths mistakes and alcohol consumption",23 minutes,https://www.bbc.co.uk/programmes/p071135n,['Victorian']
2019-02-11,WS More or Less: From the archives: Groundhogs and Kings,"Who can better forecast the weather – meteorologists or a rodent? What percentage of the English public are related to King Edward the III, and is malnutrition really on the rise in the UK? Sit back, relax and enjoy some of the good stuff from the More or Less archives.",19 minutes,https://www.bbc.co.uk/programmes/p070jz14,['UK']
2019-02-08,Teen Suicide; Brexit Business Moves; Wood-Burner Pollution,Tim Harford finds untrue a recent report that there is a 'suicidal generation' of teens.,28 minutes,https://www.bbc.co.uk/programmes/p070d4xz,[]
2019-02-04,"WS More or Less: You have 15,000 likes!",A listener doubts her popularity on the dating app Tinder. We investigate the numbers.,9 minutes,https://www.bbc.co.uk/programmes/p06zr1dw,[]
2019-02-01,Holocaust Deniers; Venezuelan Hyperinflation; Tinder Likes,"Tim Harford on Holocaust deniers; food prices in Venezuela, and dating app statistics",29 minutes,https://www.bbc.co.uk/programmes/p06zqz7d,['Venezuela']
2019-01-26,WS More or Less: Is Suicide Seasonal?,Tim Harford asks which times of the year are riskiest for suicide.,9 minutes,https://www.bbc.co.uk/programmes/p06z40hl,[]
2019-01-25,"Domestic Violence, Jobs, Easter Snowfall","Tim Harford on domestic violence, employment numbers, and the chance of a white Easter.",23 minutes,https://www.bbc.co.uk/programmes/p06z40wb,[]
2019-01-19,WS More or Less:  Close Encounters of a Planetary Kind,Which planet is closest to Earth?,9 minutes,https://www.bbc.co.uk/programmes/p06yhfbq,['Earth']
2019-01-18,"Intersex Numbers, Fact-Checking Facebook, Jack Bogle","Tim Harford asks whether 1.7% of people are intersex, and examines false claims about MPs",30 minutes,https://www.bbc.co.uk/programmes/p06yhhjj,[]
2019-01-12,WS More or Less: The Mathematics of Fever,We look at the numbers behind body temperature – what is normal?,11 minutes,https://www.bbc.co.uk/programmes/p06xq55v,[]
2019-01-11,"Sugar, Outdoors Play and Planets","Tim Harford on sugar, train fares, children's outdoors play and Earth's closest neighbour",28 minutes,https://www.bbc.co.uk/programmes/p06xvkjc,['Earth']
2019-01-04,WS More or Less: Numbers of the Year Part 2,"Helena Merriman with numbers about water shortage, plastic recycling and American jobs.",9 minutes,https://www.bbc.co.uk/programmes/p06x6m23,['American']
2018-12-29,WS More or Less: Numbers of the Year Part 1,The numbers that made 2018.,9 minutes,https://www.bbc.co.uk/programmes/p06w33ll,[]
2018-12-22,WS More or Less: Mission Impossible - Quantifiying Santa,What to look out for on Christmas Eve.,9 minutes,https://www.bbc.co.uk/programmes/p06w32vy,[]
2018-12-17,WS More or Less: Dam Lies and Statistics,Are mega-dams really sustainable?,9 minutes,https://www.bbc.co.uk/programmes/p06vv10f,[]
2018-11-30,WS More or Less: Sex and Heart Attacks,Are women more likely to die from a heart attack than men?,9 minutes,https://www.bbc.co.uk/programmes/p06t9hft,[]
2018-11-23,WS More or Less: Are 90% of War Fatalities Civilians?,Xavier Zapata examines what the data tells us about the deadly impact of war on civilians,16 minutes,https://www.bbc.co.uk/programmes/p06snhyc,[]
2018-11-16,WS More or Less:  When’s a Kilogram Not a Kilogram?,Updating the kilogram.,9 minutes,https://www.bbc.co.uk/programmes/p06s0shc,[]
2018-11-09,WS More or Less: Do Assassinations Work?,How likely are assassination attempts on heads of state to succeed?,9 minutes,https://www.bbc.co.uk/programmes/p06qmfpp,[]
2018-10-28,WS More or Less:  Vaccines - The importance of the herd and social media,What proportion of a population needs to be vaccinated to stop a disease spreading?,11 minutes,https://www.bbc.co.uk/programmes/p06pzl37,[]
2018-10-19,WS More or Less: Foreign Aid: Who’s the most generous?,In foreign aid terms what’s the best way of measuring how generous a country is?,9 minutes,https://www.bbc.co.uk/programmes/p06pbppg,[]
2018-10-12,WS More or Less: Paul Romer and William Nordhaus’ Big Ideas,The economists tackling climate change and growth.,9 minutes,https://www.bbc.co.uk/programmes/p06nq0gm,[]
